"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_1319,field_1321,field_1679,field_1677,field_1658,field_1659
,271028,0,,74461,Stale Check,0,,0,
,272751,0,,75513,Stale Check,0,,0,
,272479,0,,75353,Stale Check,0,,0,
,270381,0,,0,,74035,Stale Check,0,
,272238,0,,75178,Stale Check,0,,0,
,270226,0,,73925,Stale Check,0,,0,
,272693,75484,Stale Check,0,,0,,0,
,270361,0,,0,,74014,Stale Check,0,
,272228,0,,75166,Stale Check,0,,0,
,201915,0,,710342,Stale Check,0,,0,
,272188,75134,Stale Check,75135,Stale Check,0,,0,
,272209,0,,0,,0,,75149,Stale Check
,270480,0,,0,,74102,Stale Check,0,
,272476,75348,Stale Check,75349,Stale Check,0,,0,
,271681,74888,Stale Check,74889,Stale Check,0,,0,
,272543,0,,75380,Stale Check,0,,0,
,272624,75447,Stale Check,0,,0,,0,
,271291,0,,74663,Stale Check,0,,0,
,272380,75278,Stale Check,0,,0,,0,
,272837,75563,Stale Check,75564,Stale Check,0,,0,
,272474,75343,Stale Check,75347,Stale Check,0,,0,
,272737,0,,75496,Stale Check,0,,0,
,270670,0,,74209,Stale Check,0,,0,
,272471,0,,0,,0,,75340,Stale Check
,272549,0,,75383,Stale Check,0,,0,
,272181,0,,75133,Stale Check,0,,0,
,270243,0,,0,,0,,73945,Stale Check
,272890,0,,75593,Stale Check,0,,0,
,270833,0,,74330,Stale Check,0,,0,
,270499,74124,Stale Check,0,,0,,0,
,270730,0,,75179,Stale Check,0,,0,
,271462,0,,74,Stale Check,0,,0,
,271466,0,,0,,0,,74755,Stale Check
,271321,74689,Stale Check,74690,Stale Check,0,,0,
,270990,0,,74441,Stale Check,0,,0,
,271099,0,,74520,Stale Check,0,,0,
,272569,0,,75395,Stale Check,0,,0,
,272214,0,,75153,Stale Check,0,,0,
,272561,75394,Stale Check,0,,0,,0,
,272614,75433,Stale Check,75434,Stale Check,0,,0,
,272425,0,,75312,Stale Check,0,,0,
,272477,0,,75351,Stale Check,0,,0,
,272255,0,,75187,Stale Check,0,,0,
,271716,0,,74919,Stale Check,0,,0,
,270674,74213,Stale Check,0,,0,,0,
,270458,0,,74076,Stale Check,0,,0,
,270450,0,,74636,Stale Check,0,,0,
,268403,0,,75252,Stale Check,0,,0,
,272465,75335,Stale Check,75336,Stale Check,0,,0,
,272218,75155,Stale Check,0,,0,,0,
,269249,0,,0,,0,,74610,Stale Check
,272171,75131,Stale Check,0,,0,,0,
,269762,0,,0,,73700,Stale Check,0,
,269668,0,,0,,73627,Stale Check,0,
,272533,0,,75377,Stale Check,0,,0,
,272929,0,,75634,Stale Check,0,,0,
,272229,0,,75168,Stale Check,0,,0,
,272224,0,,75161,Stale Check,0,,0,
,272467,0,,0,,75332,Stale Check,0,
,270815,74317,Stale Check,74318,Stale Check,0,,0,
,271345,0,,0,,74704,Stale Check,0,
,271846,0,,74982,Stale Check,0,,0,
,270382,0,,74028,Stale Check,0,,0,
,272683,0,,75480,Stale Check,0,,0,
,269742,74354,Stale Check,0,,0,,0,
,269677,0,,73634,Stale Check,0,,0,
,269792,0,,73720,Stale Check,0,,0,
,270324,0,,0,,0,,73987,Stale Check
,272696,0,,0,,75485,Stale Check,0,
,271161,0,,75739,Stale Check,0,,0,
,272680,0,,75456,Stale Check,0,,0,
,272753,0,,0,,75514,Stale Check,0,
,272233,0,,75172,Stale Check,0,,0,
,205519,0,,0,,0,,59173,Stale Check
,270492,74113,Stale Check,74114,Stale Check,0,,0,
,272060,0,,0,,75091,Stale Check,0,
,272826,75554,Stale Check,0,,0,,0,
,271896,0,,75012,Stale Check,0,,0,
,272770,75527,Stale Check,0,,0,,0,
,270564,0,,0,,74639,Stale Check,0,
,270254,0,,0,,73957,Stale Check,0,
,269240,0,,0,,73407,Stale Check,0,
,271317,74687,Stale Check,74688,Stale Check,0,,0,
,270533,74141,Stale Check,74142,Stale Check,0,,0,
,270688,0,,74221,Stale Check,0,,0,
,272708,0,,0,,75488,Stale Check,0,
,270468,74089,Stale Check,0,,0,,0,
,271671,74884,Stale Check,0,,0,,0,
,272625,75444,Stale Check,75445,Stale Check,0,,0,
,272580,0,,75406,Stale Check,0,,0,
,272483,0,,75359,Stale Check,0,,0,
,272920,75620,Stale Check,0,,75621,Stale Check,0,
,272821,0,,75545,Stale Check,0,,0,
,269337,0,,73468,Stale Check,0,,0,
,272494,75364,Stale Check,0,,0,,0,
,272231,75169,Stale Check,75170,Stale Check,0,,0,
,209374,0,,75536,Stale Check,0,,0,
,271122,0,,74522,Stale Check,0,,0,
,272589,0,,75412,Stale Check,0,,0,
,272825,75548,Stale Check,0,,75549,Stale Check,0,
,271913,0,,75683,Stale Check,0,,0,
,271708,74911,Stale Check,74912,Stale Check,0,,0,
,272363,0,,0,,75255,Stale Check,75254,Stale Check
,272851,75572,Stale Check,75573,Stale Check,0,,0,
,270899,74376,Stale Check,74377,Stale Check,0,,0,
,272480,0,,0,,0,,75355,Stale Check
,271363,74727,Stale Check,0,,74728,Stale Check,0,
,272785,75534,Stale Check,75535,Stale Check,0,,0,
,271009,0,,74453,Stale Check,0,,0,
,272318,75234,Stale Check,75235,Stale Check,0,,0,
,269784,73712,Stale Check,73713,Stale Check,0,,0,
,271851,0,,0,,74984,Stale Check,0,
,272778,75532,Stale Check,0,,75529,Stale Check,0,
,272780,75532,Stale Check,0,,0,,0,
,272781,75532,Stale Check,0,,0,,0,
,272783,75532,Stale Check,0,,0,,0,
,271287,0,,0,,0,,74656,Stale Check
,271866,74997,Stale Check,74998,Stale Check,0,,0,
,270570,74168,Stale Check,74169,Stale Check,0,,0,
,271283,74649,Stale Check,0,,0,,0,
,272598,0,,75419,Stale Check,0,,75418,Stale Check
,269768,73701,Stale Check,0,,0,,0,
,272239,75173,Stale Check,0,,0,,0,
,271888,0,,0,,75005,Stale Check,0,
,271382,74741,Stale Check,0,,0,,0,
,269407,73513,Stale Check,73514,Stale Check,0,,0,
,272382,0,,75285,Stale Check,0,,75284,Stale Check
,268919,0,,773234,Stale Check,0,,0,
,271521,0,,0,,0,,74800,Stale Check
,270816,74320,Stale Check,74321,Stale Check,0,,0,
,272548,75386,Stale Check,75387,Stale Check,0,,0,
,272446,75322,Stale Check,0,,0,,0,
,268189,0,,74985,Stale Check,0,,0,
,272893,0,,0,,0,,75590,Stale Check
,218733,0,,695269,Stale Check,0,,0,
,272531,0,,75375,Stale Check,0,,0,
,271719,0,,74926,Stale Check,0,,0,
,270013,73822,Stale Check,0,,0,,0,
,270316,0,,0,,0,,73984,Stale Check
,271045,74482,Stale Check,0,,0,,0,
,270109,73880,Stale Check,0,,73881,Stale Check,0,
,270777,0,,0,,74293,Stale Check,0,
,272582,75407,Stale Check,0,,0,,0,
,272877,75582,Stale Check,75583,Stale Check,0,,0,
,272040,0,,0,,0,,75062,Stale Check
,272558,0,,0,,0,,75393,Stale Check
,269309,73453,Stale Check,73454,Stale Check,0,,0,
,272841,0,,75562,Stale Check,0,,0,
,272220,0,,75159,Stale Check,0,,0,
,223739,0,,36301,Stale Check,0,,0,
,223869,63536,Stale Check,0,,0,,0,
,268866,0,,0,,73631,Stale Check,0,
,224135,0,,0,,0,,700418,Stale Check
,272210,75150,Stale Check,75151,Stale Check,0,,0,
,271479,0,,74771,Stale Check,0,,0,
,272907,0,,0,,75606,Stale Check,0,
,272383,0,,0,,0,,75286,Stale Check
,271097,0,,0,,74511,Stale Check,0,
,269944,0,,73779,Stale Check,0,,0,
,270024,0,,73830,Stale Check,0,,0,
,272761,0,,0,,75517,Stale Check,0,
,224754,0,,0,,0,,99999,Stale Check
,224908,41334,Stale Check,0,,0,,0,
,224983,0,,0,,0,,71466,Stale Check
,270009,0,,73819,Stale Check,0,,0,
,269401,0,,73512,Stale Check,0,,0,
,272441,0,,75321,Stale Check,0,,0,
,272608,0,,0,,75431,Stale Check,0,
,225071,0,,72032,Stale Check,0,,0,
,225116,41693,Stale Check,0,,0,,0,
,225299,0,,0,,0,,72021,Stale Check
,225315,0,,0,,0,,72051,Stale Check
,270609,74195,Stale Check,0,,0,,0,
,267232,0,,75303,Stale Check,0,,0,
,271354,0,,74713,Stale Check,0,,0,
,267856,0,,73398,Stale Check,0,,0,
,271987,0,,75040,Stale Check,0,,0,
,270713,0,,74224,Stale Check,0,,0,
,268623,0,,0,,0,,73103,Stale Check
,268715,0,,73615,Stale Check,0,,0,
,268869,0,,74508,Stale Check,0,,0,
,272452,0,,75324,Stale Check,0,,0,
,272413,0,,75307,Stale Check,0,,0,
,268921,0,,0,,0,,75310,Stale Check
,269174,0,,74883,Stale Check,0,,0,
,269464,0,,73558,Stale Check,0,,0,
,269224,0,,0,,73403,Stale Check,0,
,269225,0,,73402,Stale Check,0,,0,
,269271,0,,74759,Stale Check,0,,0,
,269270,73422,Stale Check,0,,0,,0,
,269267,73423,Stale Check,0,,73424,Stale Check,0,
,269277,0,,73429,Stale Check,0,,0,
,269302,73444,Stale Check,0,,0,,0,
,269316,0,,74510,Stale Check,0,,0,
,269310,0,,73452,Stale Check,0,,0,
,269325,0,,73466,Stale Check,0,,0,
,269329,0,,73475,Stale Check,0,,0,
,269372,0,,73493,Stale Check,0,,0,
,270446,74066,Stale Check,74067,Stale Check,0,,0,
,269371,0,,0,,73491,Stale Check,0,
,269379,0,,0,,74349,Stale Check,0,
,269432,0,,0,,0,,73523,Stale Check
,269431,73523,Stale Check,73524,Stale Check,0,,0,
,269399,0,,73511,Stale Check,0,,0,
,269435,0,,73529,Stale Check,0,,0,
,269397,73510,Stale Check,73506,Stale Check,0,,0,
,269433,0,,73527,Stale Check,0,,0,
,269452,73543,Stale Check,0,,0,,0,
,269457,0,,0,,73551,Stale Check,0,
,269456,0,,74382,Stale Check,0,,0,
,269461,0,,73555,Stale Check,0,,0,
,269458,0,,73552,Stale Check,0,,0,
,269516,0,,75129,Stale Check,0,,0,
,269548,0,,20499,Stale Check,0,,0,
,269564,0,,0,,20511,Stale Check,0,
,269576,20517,Stale Check,0,,0,,0,
,269582,0,,0,,0,,20519,Stale Check
,269610,0,,73598,Stale Check,0,,0,
,269625,0,,73611,Stale Check,0,,0,
,269616,0,,73600,Stale Check,0,,0,
,269643,0,,73614,Stale Check,0,,0,
,269664,73625,Stale Check,0,,0,,0,
,269672,73629,Stale Check,73630,Stale Check,0,,0,
,269680,0,,73636,Stale Check,0,,0,
,269683,0,,73637,Stale Check,0,,0,
,269691,0,,0,,73643,Stale Check,0,
,272037,0,,75073,Stale Check,0,,0,
,269697,0,,0,,73647,Stale Check,0,
,269705,0,,73655,Stale Check,0,,0,
,269726,0,,74938,Stale Check,0,,0,
,269714,0,,0,,73663,Stale Check,0,
,269719,0,,73672,Stale Check,0,,0,
,269724,0,,0,,73675,Stale Check,0,
,269744,0,,73683,Stale Check,0,,0,
,269747,73686,Stale Check,0,,0,,0,
,269753,73691,Stale Check,0,,0,,0,
,269750,0,,0,,73690,Stale Check,0,
,269760,0,,73697,Stale Check,0,,0,
,269778,0,,73710,Stale Check,0,,0,
,269787,73716,Stale Check,0,,0,,0,
,269806,0,,0,,73724,Stale Check,0,
,269894,0,,0,,0,,73805,Stale Check
,269928,0,,0,,73775,Stale Check,0,
,269952,0,,73789,Stale Check,0,,0,
,269936,0,,0,,73780,Stale Check,0,
,269969,0,,73804,Stale Check,0,,0,
,269976,73799,Stale Check,0,,0,,0,
,270031,73835,Stale Check,73836,Stale Check,0,,0,
,270037,0,,73844,Stale Check,0,,0,
,270049,0,,74389,Stale Check,0,,0,
,270051,0,,74390,Stale Check,0,,0,
,270085,0,,73862,Stale Check,0,,0,
,270481,0,,74106,Stale Check,0,,0,
,270122,0,,0,,73892,Stale Check,0,
,270178,0,,73901,Stale Check,0,,0,
,270216,0,,0,,74379,Stale Check,0,
,270267,0,,73972,Stale Check,0,,0,
,270252,0,,74684,Stale Check,0,,0,
,272764,0,,0,,0,,75522,Stale Check
,270265,73965,Stale Check,73966,Stale Check,0,,0,
,270268,0,,73969,Stale Check,0,,0,
,270274,0,,73974,Stale Check,0,,0,
,270338,0,,73998,Stale Check,0,,0,
,270366,0,,74839,Stale Check,0,,0,
,270346,73994,Stale Check,0,,0,,0,
,270350,0,,0,,74003,Stale Check,0,
,270376,0,,75257,Stale Check,0,,0,
,270356,74010,Stale Check,0,,0,,0,
,270357,0,,74006,Stale Check,0,,0,
,270388,0,,74033,Stale Check,0,,0,
,270394,0,,74045,Stale Check,0,,0,
,270389,0,,74040,Stale Check,0,,0,
,270386,0,,0,,74039,Stale Check,0,
,270405,0,,75352,Stale Check,0,,74050,Stale Check
,270453,0,,0,,0,,74072,Stale Check
,270449,0,,75163,Stale Check,0,,0,
,270470,0,,74094,Stale Check,0,,0,
,270504,0,,75000,Stale Check,0,,0,
,270500,74124,Stale Check,0,,0,,0,
,270495,0,,74117,Stale Check,0,,0,
,270555,0,,74157,Stale Check,0,,0,
,270557,0,,74160,Stale Check,0,,0,
,270567,0,,74171,Stale Check,0,,0,
,270569,0,,74170,Stale Check,0,,0,
,270546,0,,0,,74147,Stale Check,0,
,270579,0,,74186,Stale Check,0,,0,
,270588,74179,Stale Check,74180,Stale Check,0,,0,
,270600,0,,74181,Stale Check,0,,0,
,270673,0,,0,,0,,74211,Stale Check
,270707,0,,7806,Stale Check,0,,0,
,270705,74234,Stale Check,74235,Stale Check,0,,0,
,270692,74223,Stale Check,74224,Stale Check,0,,0,
,270704,0,,74232,Stale Check,0,,0,
,270697,0,,74228,Stale Check,0,,0,
,270712,74241,Stale Check,0,,0,,0,
,270724,0,,74258,Stale Check,0,,0,
,270728,0,,75142,Stale Check,0,,0,
,270732,0,,74268,Stale Check,0,,0,
,270794,74305,Stale Check,0,,74306,Stale Check,0,
,272535,0,,75378,Stale Check,0,,0,
,272418,0,,75311,Stale Check,0,,0,
,270796,0,,0,,74307,Stale Check,0,
,270808,74315,Stale Check,0,,0,,0,
,270805,0,,74312,Stale Check,0,,0,
,270818,74322,Stale Check,74323,Stale Check,0,,0,
,270835,0,,74332,Stale Check,0,,0,
,270855,0,,75259,Stale Check,0,,0,
,270848,0,,74341,Stale Check,0,,0,
,270871,0,,74356,Stale Check,0,,0,
,270843,0,,74336,Stale Check,0,,0,
,270849,74342,Stale Check,74343,Stale Check,0,,0,
,270883,0,,74361,Stale Check,0,,0,
,270909,0,,0,,0,,74385,Stale Check
,271710,0,,0,,74915,Stale Check,0,
,270908,74383,Stale Check,0,,74384,Stale Check,0,
,270915,0,,0,,0,,74393,Stale Check
,270920,0,,74398,Stale Check,0,,0,
,270925,0,,74403,Stale Check,0,,0,
,270946,74413,Stale Check,0,,0,,0,
,270967,74429,Stale Check,0,,0,,0,
,271003,0,,74801,Stale Check,0,,0,
,270969,7443,Stale Check,0,,0,,0,
,270962,0,,74423,Stale Check,0,,0,
,271000,0,,74447,Stale Check,0,,0,
,271031,0,,0,,74465,Stale Check,0,
,271027,0,,74460,Stale Check,0,,0,
,271030,0,,74462,Stale Check,0,,0,
,271047,0,,75226,Stale Check,0,,0,
,272258,0,,75191,Stale Check,0,,0,
,271071,0,,74489,Stale Check,0,,0,
,271098,0,,74512,Stale Check,0,,0,
,272259,75197,Stale Check,75196,Stale Check,0,,0,
,271155,0,,74542,Stale Check,0,,0,
,271159,0,,0,,74552,Stale Check,0,
,271158,74550,Stale Check,74551,Stale Check,0,,0,
,271170,74564,Stale Check,0,,0,,0,
,271199,74586,Stale Check,0,,0,,0,
,271201,74586,Stale Check,0,,0,,0,
,271235,74606,Stale Check,74607,Stale Check,0,,0,
,271252,0,,74615,Stale Check,0,,0,
,271249,0,,74616,Stale Check,0,,0,
,271256,0,,74621,Stale Check,0,,0,
,271260,0,,74624,Stale Check,0,,0,
,271276,0,,74640,Stale Check,0,,0,
,271279,74647,Stale Check,0,,74648,Stale Check,0,
,271289,0,,74661,Stale Check,0,,0,
,271278,0,,75319,Stale Check,0,,0,
,271286,74652,Stale Check,0,,74653,Stale Check,0,
,271282,74642,Stale Check,74643,Stale Check,0,,0,
,271285,0,,74651,Stale Check,0,,0,
,271292,74667,Stale Check,74668,Stale Check,0,,0,
,271295,74671,Stale Check,74672,Stale Check,0,,0,
,271294,0,,74670,Stale Check,0,,0,
,271297,0,,0,,74675,Stale Check,0,
,271338,74696,Stale Check,0,,0,,0,
,271359,0,,0,,0,,74721,Stale Check
,271358,74719,Stale Check,0,,0,,0,
,271458,0,,74749,Stale Check,0,,0,
,271476,0,,74764,Stale Check,0,,74763,Stale Check
,271467,0,,74758,Stale Check,0,,0,
,271520,0,,75001,Stale Check,0,,0,
,271477,0,,0,,0,,75229,Stale Check
,271471,0,,74762,Stale Check,0,,0,
,271488,0,,75280,Stale Check,0,,0,
,271518,0,,75227,Stale Check,0,,0,
,271519,0,,75230,Stale Check,0,,0,
,271485,0,,0,,74769,Stale Check,0,
,271489,0,,74774,Stale Check,0,,0,
,271517,0,,0,,75152,Stale Check,0,
,271509,74793,Stale Check,0,,0,,0,
,271514,0,,74792,Stale Check,0,,0,
,271501,74784,Stale Check,0,,0,,0,
,271503,74784,Stale Check,0,,0,,0,
,271513,74797,Stale Check,0,,0,,0,
,271516,0,,75165,Stale Check,0,,0,
,271557,0,,74819,Stale Check,0,,0,
,271607,0,,0,,0,,74860,Stale Check
,271570,74830,Stale Check,0,,0,,0,
,272782,0,,75637,Stale Check,0,,0,
,271589,0,,0,,74842,Stale Check,0,
,271594,74845,Stale Check,0,,0,,0,
,271605,0,,74857,Stale Check,0,,0,
,271602,0,,74853,Stale Check,0,,0,
,271619,74877,Stale Check,74878,Stale Check,0,,0,
,272616,75437,Stale Check,0,,0,,0,
,271612,0,,0,,74867,Stale Check,0,
,271613,74868,Stale Check,74869,Stale Check,0,,0,
,271615,0,,74875,Stale Check,0,,0,
,271614,74880,Stale Check,74873,Stale Check,0,,0,
,271694,74893,Stale Check,0,,0,,0,
,271692,74895,Stale Check,0,,0,,0,
,271701,0,,74903,Stale Check,0,,0,
,271715,0,,74917,Stale Check,0,,0,
,271713,0,,74914,Stale Check,0,,0,
,271714,0,,0,,74921,Stale Check,0,
,271724,0,,0,,74929,Stale Check,0,
,272385,75290,Stale Check,0,,0,,0,
,271772,0,,74950,Stale Check,0,,0,
,271817,0,,74960,Stale Check,0,,0,
,271806,0,,74954,Stale Check,0,,0,
,271820,0,,74961,Stale Check,0,,0,
,271805,0,,0,,74953,Stale Check,0,
,271868,0,,75524,Stale Check,0,,0,
,271831,0,,74969,Stale Check,0,,0,
,271859,0,,74989,Stale Check,0,,0,
,271917,0,,75809,Stale Check,0,,0,
,271858,0,,74987,Stale Check,0,,0,
,272043,0,,0,,75081,Stale Check,0,
,272254,75186,Stale Check,0,,0,,0,
,271865,0,,74996,Stale Check,0,,0,
,271889,0,,0,,0,,75007,Stale Check
,271890,0,,0,,0,,75008,Stale Check
,271916,0,,75552,Stale Check,0,,0,
,271904,0,,75020,Stale Check,0,,0,
,271899,0,,75016,Stale Check,0,,0,
,271963,75033,Stale Check,0,,0,,0,
,271964,75033,Stale Check,0,,0,,0,
,271965,75033,Stale Check,0,,0,,0,
,271966,75033,Stale Check,0,,0,,0,
,271968,75033,Stale Check,0,,0,,0,
,271952,0,,75031,Stale Check,0,,0,
,271973,0,,75035,Stale Check,0,,0,
,271988,0,,75048,Stale Check,0,,0,
,272030,0,,0,,0,,75085,Stale Check
,272009,75057,Stale Check,0,,0,,0,
,272032,75066,Stale Check,0,,0,,0,
,272034,0,,75068,Stale Check,0,,0,
,272029,75069,Stale Check,75070,Stale Check,0,,0,
,272052,0,,0,,0,,75082,Stale Check
,272049,0,,0,,0,,75082,Stale Check
,272046,0,,0,,0,,75080,Stale Check
,271975,0,,0,,75036,Stale Check,0,
,271979,0,,75037,Stale Check,0,,0,
,271982,75038,Stale Check,75039,Stale Check,0,,0,
,272042,75078,Stale Check,75079,Stale Check,0,,0,
,272036,0,,75075,Stale Check,0,,0,
,272041,75076,Stale Check,0,,0,,0,
,272059,0,,0,,75088,Stale Check,0,
,272053,0,,75086,Stale Check,0,,0,
,272066,75092,Stale Check,0,,0,,0,
,272063,75092,Stale Check,0,,0,,0,
,272061,0,,75089,Stale Check,0,,0,
,272078,0,,75109,Stale Check,0,,0,
,272067,0,,75098,Stale Check,0,,0,
,272019,0,,75042,Stale Check,0,,0,
,272021,0,,75043,Stale Check,0,,0,
,272024,0,,75044,Stale Check,0,,0,
,272028,0,,0,,75046,Stale Check,0,
,272081,75109,Stale Check,0,,0,,0,
,272082,75109,Stale Check,0,,0,,0,
,272084,75109,Stale Check,0,,0,,0,
,272075,75100,Stale Check,75101,Stale Check,0,,0,
,272077,75100,Stale Check,0,,0,,0,
,272080,75100,Stale Check,0,,0,,0,
,272087,75102,Stale Check,0,,0,,0,
,272089,75102,Stale Check,0,,0,,0,
,272092,75102,Stale Check,0,,0,,0,
,272095,75102,Stale Check,0,,0,,0,
,272097,75102,Stale Check,0,,0,,0,
,272099,75102,Stale Check,0,,0,,0,
,272101,75102,Stale Check,0,,0,,0,
,272129,0,,0,,0,,75110,Stale Check
,272131,0,,75505,Stale Check,0,,0,
,272133,0,,75112,Stale Check,75112,Stale Check,0,
,272135,0,,75113,Stale Check,0,,0,
,272137,75114,Stale Check,75115,Stale Check,0,,0,
,272139,75116,Stale Check,75117,Stale Check,0,,0,
,272141,75118,Stale Check,75119,Stale Check,0,,0,
,272196,75137,Stale Check,0,,0,,0,
,272201,0,,75140,Stale Check,0,,75139,Stale Check
,272197,0,,75141,Stale Check,0,,0,
,272189,75138,Stale Check,0,,0,,0,
,272155,0,,75123,Stale Check,0,,0,
,272206,75145,Stale Check,0,,75146,Stale Check,0,
,272159,0,,75124,Stale Check,0,,0,
,272207,75147,Stale Check,0,,75148,Stale Check,0,
,272199,0,,75143,Stale Check,0,,0,
,272165,0,,75120,Stale Check,0,,0,
,272168,0,,75121,Stale Check,0,,0,
,272290,0,,75225,Stale Check,0,,0,
,272217,75157,Stale Check,0,,0,,0,
,272215,0,,75156,Stale Check,0,,0,
,272223,0,,0,,75160,Stale Check,0,
,272225,75162,Stale Check,0,,0,,0,
,272242,75188,Stale Check,0,,0,,0,
,272244,75188,Stale Check,0,,0,,0,
,272245,75188,Stale Check,0,,0,,0,
,272246,75188,Stale Check,0,,0,,0,
,272248,75188,Stale Check,0,,0,,0,
,272250,75188,Stale Check,0,,0,,0,
,272251,75188,Stale Check,0,,0,,0,
,272227,0,,75167,Stale Check,0,,0,
,272235,0,,75175,Stale Check,0,,0,
,272237,0,,75177,Stale Check,0,,0,
,272236,0,,0,,75176,Stale Check,0,
,272252,0,,0,,0,,75185,Stale Check
,272243,75180,Stale Check,0,,0,,0,
,272267,0,,0,,0,,75204,Stale Check
,272249,75183,Stale Check,75184,Stale Check,0,,0,
,272256,75189,Stale Check,0,,0,,0,
,272262,0,,0,,75193,Stale Check,0,
,272261,0,,75199,Stale Check,0,,0,
,272260,0,,75198,Stale Check,0,,0,
,272266,0,,75201,Stale Check,0,,0,
,272269,0,,0,,0,,75202,Stale Check
,272270,75203,Stale Check,0,,0,,0,
,272272,75207,Stale Check,75354,Stale Check,0,,0,
,272271,75205,Stale Check,75206,Stale Check,0,,0,
,272283,0,,75208,Stale Check,0,,0,
,272302,0,,75231,Stale Check,0,,0,
,272342,0,,0,,75240,Stale Check,75239,Stale Check
,272325,0,,0,,0,,75236,Stale Check
,272345,75241,Stale Check,0,,0,,0,
,272351,75241,Stale Check,0,,0,,0,
,272329,0,,75237,Stale Check,0,,0,
,272349,75244,Stale Check,0,,0,,0,
,272338,75238,Stale Check,0,,0,,0,
,272299,0,,75506,Stale Check,0,,75209,Stale Check
,272339,75238,Stale Check,0,,0,,0,
,272341,75238,Stale Check,0,,0,,0,
,272304,0,,75212,Stale Check,0,,0,
,272307,0,,75213,Stale Check,0,,0,
,272362,0,,0,,0,,75253,Stale Check
,272365,0,,0,,0,,75256,Stale Check
,272314,0,,75214,Stale Check,0,,0,
,272316,0,,75215,Stale Check,0,,0,
,272320,0,,75216,Stale Check,0,,0,
,272368,0,,0,,0,,75262,Stale Check
,272322,0,,75217,Stale Check,0,,0,
,272369,75260,Stale Check,75261,Stale Check,0,,0,
,272370,75264,Stale Check,75265,Stale Check,0,,0,
,272330,0,,75219,Stale Check,0,,0,
,272333,0,,75220,Stale Check,0,,0,
,272367,0,,75258,Stale Check,0,,0,
,272373,0,,75271,Stale Check,0,,75270,Stale Check
,272374,0,,75272,Stale Check,0,,0,
,272371,75268,Stale Check,0,,0,,0,
,272372,0,,0,,75269,Stale Check,0,
,272377,75276,Stale Check,75277,Stale Check,0,,0,
,272381,75281,Stale Check,75282,Stale Check,0,,0,
,272376,0,,75275,Stale Check,0,,0,
,272384,75288,Stale Check,75289,Stale Check,0,,0,
,272379,0,,75283,Stale Check,0,,0,
,272388,0,,0,,75294,Stale Check,0,
,272387,75292,Stale Check,75293,Stale Check,0,,0,
,272386,0,,75291,Stale Check,0,,0,
,272391,0,,0,,0,,75296,Stale Check
,272394,75301,Stale Check,75302,Stale Check,0,,0,
,272390,0,,0,,75297,Stale Check,0,
,272389,0,,75295,Stale Check,0,,0,
,272457,75326,Stale Check,75327,Stale Check,0,,0,
,272437,75315,Stale Check,0,,0,,0,
