"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_1319,field_1321,field_1679,field_1677,field_1658,field_1659
,274869,0,,76900,Stale Check,0,,0,
,274875,0,,76911,Stale Check,0,,0,
,274957,76951,Stale Check,0,,0,,0,
,274968,76967,Stale Check,0,,0,,0,
,274954,0,,76950,Stale Check,0,,0,
,274971,0,,76971,Stale Check,0,,0,
,274941,0,,76941,Stale Check,0,,0,
,274928,0,,76933,Stale Check,0,,0,
,274938,0,,0,,0,,77976,Stale Check
,274947,0,,76945,Stale Check,0,,0,
,274967,76965,Stale Check,0,,0,,0,
,274981,0,,76985,Stale Check,0,,0,
,274976,76976,Stale Check,0,,0,,0,
,274982,0,,0,,76990,Stale Check,0,
,274980,76983,Stale Check,0,,0,,0,
,274995,0,,77274,Stale Check,0,,0,
,275027,0,,77018,Stale Check,0,,0,
,275087,77069,Stale Check,77070,Stale Check,0,,0,
,275013,77008,Stale Check,0,,0,,0,
,275019,0,,77012,Stale Check,0,,0,
,275066,77022,Stale Check,0,,0,,0,
,275023,0,,77015,Stale Check,0,,0,
,275033,77020,Stale Check,77021,Stale Check,0,,0,
,275101,0,,77542,Stale Check,0,,0,
,275076,77056,Stale Check,77057,Stale Check,0,,0,
,275092,77074,Stale Check,0,,0,,0,
,275099,0,,78174,Stale Check,0,,0,
,275098,0,,0,,77078,Stale Check,0,
,275104,0,,77086,Stale Check,0,,0,
,275209,77139,Stale Check,0,,0,,0,
,275182,0,,77119,Stale Check,0,,0,
,275228,77164,Stale Check,0,,0,,0,
,275230,77164,Stale Check,0,,0,,0,
,275161,77110,Stale Check,0,,0,,0,
,275214,77150,Stale Check,77151,Stale Check,0,,0,
,275113,0,,77239,Stale Check,0,,0,
,275121,7709,Stale Check,0,,0,,0,
,275134,0,,77092,Stale Check,0,,0,
,275181,0,,77118,Stale Check,0,,0,
,275166,0,,0,,77116,Stale Check,0,
,275210,77142,Stale Check,0,,0,,0,
,275213,0,,77153,Stale Check,0,,0,
,275211,77145,Stale Check,77146,Stale Check,0,,0,
,275219,77158,Stale Check,0,,0,,0,
,275235,0,,77170,Stale Check,0,,0,
,275225,0,,77161,Stale Check,0,,0,
,275229,0,,77163,Stale Check,0,,0,
,275299,0,,77218,Stale Check,0,,0,
,275245,0,,77178,Stale Check,0,,0,
,275268,0,,77191,Stale Check,0,,0,
,275273,0,,0,,77192,Stale Check,0,
,275300,0,,0,,77219,Stale Check,0,
,275309,0,,77230,Stale Check,0,,0,
,275308,0,,0,,77229,Stale Check,0,
,275296,77211,Stale Check,0,,77207,Stale Check,0,
,275303,0,,0,,77221,Stale Check,0,
,275388,77283,Stale Check,0,,0,,0,
,275384,0,,77282,Stale Check,0,,0,
,275347,77252,Stale Check,77253,Stale Check,0,,0,
,275336,77244,Stale Check,0,,0,,0,
,275341,0,,77251,Stale Check,0,,0,
,275354,77255,Stale Check,0,,77256,Stale Check,0,
,275363,77259,Stale Check,77260,Stale Check,0,,0,
,275370,77268,Stale Check,0,,0,,0,
,275375,77278,Stale Check,0,,0,,0,
,275371,77271,Stale Check,77272,Stale Check,0,,0,
,275377,77278,Stale Check,0,,0,,0,
,275379,77278,Stale Check,0,,0,,0,
,275380,77278,Stale Check,0,,0,,0,
,275490,0,,0,,0,,77329,Stale Check
,275447,0,,77302,Stale Check,0,,0,
,275457,0,,0,,0,,77308,Stale Check
,275430,0,,0,,77292,Stale Check,0,
,275445,0,,77301,Stale Check,0,,0,
,275418,77521,Stale Check,0,,0,,0,
,275423,77521,Stale Check,77520,Stale Check,0,,0,
,275435,0,,0,,77294,Stale Check,0,
,275443,0,,77299,Stale Check,0,,0,
,275451,77304,Stale Check,0,,0,,0,
,275448,77303,Stale Check,77303,Stale Check,0,,0,
,275453,0,,77306,Stale Check,0,,0,
,275459,0,,78416,Stale Check,0,,0,
,275467,0,,78165,Stale Check,0,,0,
,275469,0,,0,,77320,Stale Check,0,
,275471,0,,0,,77322,Stale Check,0,
,275474,0,,77325,Stale Check,0,,0,
,275487,0,,0,,0,,77,Stale Check
,275489,0,,0,,0,,77331,Stale Check
,275486,0,,77328,Stale Check,0,,0,
,275498,0,,77338,Stale Check,0,,0,
,275500,0,,0,,77339,Stale Check,0,
,275517,0,,78180,Stale Check,0,,0,
,275626,0,,77425,Stale Check,0,,0,
,275598,77398,Stale Check,77399,Stale Check,0,,0,
,275564,0,,0,,77376,Stale Check,0,
,275628,77391,Stale Check,0,,0,,0,
,275522,0,,0,,0,,77355,Stale Check
,275549,0,,77367,Stale Check,0,,0,
,275554,0,,0,,77371,Stale Check,0,
,275562,0,,0,,77377,Stale Check,0,
,275590,77391,Stale Check,77392,Stale Check,0,,0,
,275629,77391,Stale Check,0,,0,,0,
,275593,77391,Stale Check,77394,Stale Check,0,,0,
,275591,77391,Stale Check,77393,Stale Check,0,,0,
,275609,0,,77416,Stale Check,0,,0,
,275599,0,,77400,Stale Check,0,,0,
,275619,77417,Stale Check,77418,Stale Check,0,,0,
,275614,77413,Stale Check,77414,Stale Check,0,,0,
,275615,77413,Stale Check,0,,0,,0,
,275624,77423,Stale Check,0,,0,,0,
,275646,77434,Stale Check,77435,Stale Check,0,,0,
,275731,77499,Stale Check,0,,0,,0,
,275728,0,,77495,Stale Check,0,,0,
,275726,0,,77491,Stale Check,0,,0,
,275648,77438,Stale Check,77439,Stale Check,0,,0,
,275747,77515,Stale Check,0,,77516,Stale Check,0,
,275651,0,,77444,Stale Check,0,,0,
,275650,0,,77442,Stale Check,0,,0,
,275647,77436,Stale Check,77437,Stale Check,0,,0,
,275645,77432,Stale Check,77433,Stale Check,0,,0,
,275649,77440,Stale Check,77441,Stale Check,0,,0,
,275654,77448,Stale Check,77449,Stale Check,0,,0,
,275656,77451,Stale Check,77452,Stale Check,0,,0,
,275712,77479,Stale Check,77480,Stale Check,0,,0,
,275716,77483,Stale Check,0,,0,,0,
,275730,77498,Stale Check,0,,0,,0,
,275734,0,,77503,Stale Check,0,,0,
,275739,77508,Stale Check,77509,Stale Check,0,,0,
,275733,0,,77501,Stale Check,77501,Stale Check,0,
,275740,0,,77958,Stale Check,0,,0,
,275736,0,,77505,Stale Check,0,,0,
,275750,77517,Stale Check,0,,0,,0,
,275784,77533,Stale Check,0,,0,,0,
,275847,77578,Stale Check,0,,0,,0,
,275828,0,,77566,Stale Check,0,,0,
,275902,0,,77645,Stale Check,0,,0,
,275775,0,,0,,77526,Stale Check,0,
,275830,0,,77569,Stale Check,0,,0,
,275799,0,,78533,Stale Check,0,,0,
,275870,0,,0,,0,,77606,Stale Check
,275876,0,,0,,0,,77617,Stale Check
,275898,77339,Stale Check,0,,0,,0,
,276023,77704,Stale Check,77705,Stale Check,0,,0,
,276011,77691,Stale Check,0,,0,,0,
,276024,77706,Stale Check,0,,0,,0,
,276025,77706,Stale Check,0,,0,,0,
,276026,77706,Stale Check,0,,0,,0,
,275966,0,,77661,Stale Check,0,,77660,Stale Check
,275994,0,,77675,Stale Check,0,,0,
,276004,77684,Stale Check,0,,0,,0,
,276018,0,,78478,Stale Check,0,,0,
,276017,0,,77701,Stale Check,0,,0,
,276113,0,,77776,Stale Check,0,,0,
,276084,0,,77752,Stale Check,0,,0,
,276044,0,,78532,Stale Check,0,,0,
,276048,0,,77727,Stale Check,0,,0,
,276050,0,,77728,Stale Check,0,,0,
,276075,77743,Stale Check,0,,0,,0,
,276058,0,,77731,Stale Check,0,,0,
,276089,0,,78474,Stale Check,0,,0,
,276091,0,,77757,Stale Check,79141,Stale Check,0,
,276114,0,,77777,Stale Check,0,,0,
,276104,0,,77766,Stale Check,0,,0,
,276196,0,,0,,0,,78399,Stale Check
,276144,0,,77803,Stale Check,0,,0,
,276138,77799,Stale Check,77800,Stale Check,0,,0,
,276187,0,,77832,Stale Check,0,,0,
,276167,0,,0,,77818,Stale Check,0,
,276221,0,,0,,0,,77848,Stale Check
,276207,77845,Stale Check,0,,0,,0,
,276222,0,,0,,0,,77856,Stale Check
,276230,0,,0,,78475,Stale Check,0,
,276225,0,,77864,Stale Check,0,,0,
,276232,0,,77870,Stale Check,0,,0,
,276233,0,,77871,Stale Check,0,,0,
,276168,0,,77820,Stale Check,0,,0,
,276255,0,,77885,Stale Check,0,,0,
,276264,0,,77888,Stale Check,0,,0,
,276304,0,,77917,Stale Check,0,,0,
,276335,0,,0,,0,,77938,Stale Check
,276296,0,,77913,Stale Check,0,,0,
,276239,0,,77880,Stale Check,0,,0,
,276269,0,,0,,0,,77892,Stale Check
,276268,0,,0,,0,,77892,Stale Check
,276241,77876,Stale Check,77877,Stale Check,0,,0,
,276246,77878,Stale Check,0,,0,,0,
,276250,0,,77882,Stale Check,0,,0,
,276257,0,,77886,Stale Check,0,,0,
,276291,0,,77908,Stale Check,0,,0,
,276273,0,,77899,Stale Check,0,,0,
,276303,77914,Stale Check,0,,0,,0,
,276307,0,,0,,77919,Stale Check,0,
,276280,0,,0,,0,,77901,Stale Check
,276309,0,,77924,Stale Check,0,,0,
,276329,0,,77932,Stale Check,0,,0,
,276345,0,,0,,77947,Stale Check,0,
,276327,77929,Stale Check,0,,0,,0,
,276351,0,,77953,Stale Check,0,,0,
,276336,77939,Stale Check,0,,0,,0,
,276331,0,,0,,77935,Stale Check,0,
,276312,77920,Stale Check,0,,0,,0,
,276353,0,,0,,0,,77956,Stale Check
,276356,0,,78483,Stale Check,0,,0,
,276348,77950,Stale Check,0,,0,,0,
,276354,0,,77959,Stale Check,0,,0,
,276295,0,,78960,Stale Check,0,,0,
,276367,77969,Stale Check,77970,Stale Check,0,,0,
,276385,0,,0,,77977,Stale Check,0,
,276419,0,,78000,Stale Check,0,,0,
,276390,0,,77979,Stale Check,0,,0,
,276430,78009,Stale Check,78009,Stale Check,0,,0,
,276375,0,,77971,Stale Check,0,,0,
,276416,0,,0,,0,,77997,Stale Check
,276377,0,,77973,Stale Check,0,,0,
,276396,0,,0,,0,,77984,Stale Check
,276394,0,,0,,77982,Stale Check,0,
,276392,0,,0,,7980,Stale Check,0,
,276395,0,,77983,Stale Check,0,,0,
,276411,77992,Stale Check,77993,Stale Check,0,,0,
,276403,77989,Stale Check,0,,0,,0,
,276400,0,,77988,Stale Check,0,,0,
,276406,0,,77991,Stale Check,0,,0,
,276413,0,,77994,Stale Check,0,,0,
,276414,0,,77995,Stale Check,0,,0,
,276415,0,,77996,Stale Check,0,,0,
,276417,0,,0,,77998,Stale Check,0,
,276449,0,,0,,0,,78023,Stale Check
,276418,0,,77999,Stale Check,0,,0,
,276423,0,,78005,Stale Check,0,,78004,Stale Check
,276425,0,,78008,Stale Check,0,,0,
,276422,0,,78003,Stale Check,0,,0,
,276432,78013,Stale Check,0,,0,,0,
,276433,78013,Stale Check,0,,0,,0,
,276447,0,,78019,Stale Check,0,,0,
,276434,0,,78015,Stale Check,0,,0,
,276441,0,,78020,Stale Check,0,,0,
,276426,78006,Stale Check,0,,0,,0,
,276428,78006,Stale Check,0,,0,,0,
,276443,78021,Stale Check,0,,0,,0,
,276445,78021,Stale Check,0,,0,,0,
,276453,0,,78025,Stale Check,0,,0,
,276459,0,,0,,0,,78028,Stale Check
,276548,0,,78065,Stale Check,78065,Stale Check,0,
,276532,0,,0,,78039,Stale Check,0,
,276552,0,,78069,Stale Check,0,,0,
,276522,78048,Stale Check,79504,Stale Check,0,,0,
,276520,0,,78047,Stale Check,0,,0,
,276579,0,,78092,Stale Check,0,,0,
,276542,0,,78062,Stale Check,0,,0,
,276564,0,,78078,Stale Check,0,,0,
,276556,0,,78073,Stale Check,0,,0,
,276550,0,,78068,Stale Check,0,,0,
,276570,0,,78381,Stale Check,0,,0,
,276544,0,,0,,0,,78053,Stale Check
,276528,78050,Stale Check,0,,78051,Stale Check,0,
,276531,78054,Stale Check,0,,0,,0,
,276538,0,,78057,Stale Check,0,,0,
,276541,0,,78061,Stale Check,0,,0,
,276502,0,,0,,78030,Stale Check,0,
,276551,78066,Stale Check,0,,0,,0,
,276505,0,,78031,Stale Check,0,,0,
,276507,0,,78032,Stale Check,0,,0,
,276562,0,,0,,0,,78076,Stale Check
,276510,0,,78033,Stale Check,0,,0,
,276557,78074,Stale Check,0,,0,,0,
,276526,0,,78037,Stale Check,0,,0,
,276530,0,,78038,Stale Check,0,,0,
,276534,0,,78040,Stale Check,0,,0,
,276536,0,,78041,Stale Check,0,,0,
,276576,78088,Stale Check,78089,Stale Check,0,,0,
,276569,0,,78081,Stale Check,0,,0,
,276577,78086,Stale Check,78087,Stale Check,0,,0,
,276578,78090,Stale Check,78091,Stale Check,0,,0,
,276574,78085,Stale Check,0,,0,,0,
,276581,78094,Stale Check,78095,Stale Check,0,,0,
,276580,0,,78093,Stale Check,0,,0,
,276583,0,,0,,78097,Stale Check,0,
,276585,0,,78099,Stale Check,0,,0,
,276571,0,,79652,Stale Check,0,,0,
,276611,0,,78104,Stale Check,0,,0,
,276630,0,,78115,Stale Check,0,,0,
,276629,0,,0,,0,,78112,Stale Check
,276633,0,,0,,78118,Stale Check,0,
,276616,0,,78109,Stale Check,0,,0,
,276662,0,,78143,Stale Check,0,,0,
,276618,0,,78450,Stale Check,0,,0,
,276665,78146,Stale Check,0,,0,,0,
,276639,0,,0,,0,,78121,Stale Check
,276632,0,,78117,Stale Check,0,,0,
,276614,0,,78106,Stale Check,0,,0,
,276621,78108,Stale Check,0,,0,,0,
,276622,78108,Stale Check,0,,0,,0,
,276617,0,,78110,Stale Check,0,,0,
,276635,0,,0,,78119,Stale Check,0,
,276631,0,,78116,Stale Check,0,,0,
,276642,78128,Stale Check,0,,0,,0,
,276643,0,,78130,Stale Check,0,,0,
,276649,78135,Stale Check,0,,0,,0,
,276655,0,,78429,Stale Check,0,,0,
,276659,0,,78141,Stale Check,0,,0,
,276663,78142,Stale Check,0,,0,,0,
,276660,78142,Stale Check,0,,0,,0,
,276664,0,,78145,Stale Check,0,,0,
,276666,78147,Stale Check,78148,Stale Check,0,,0,
,276722,78169,Stale Check,0,,78170,Stale Check,0,
,276734,0,,78177,Stale Check,0,,0,
,276706,0,,78157,Stale Check,0,,0,
,276741,78186,Stale Check,0,,0,,0,
,276727,0,,78173,Stale Check,0,,0,
,276700,78152,Stale Check,0,,0,,0,
,276754,78202,Stale Check,0,,0,,0,
,276751,78202,Stale Check,0,,0,,0,
,276719,78166,Stale Check,0,,0,,0,
,276723,78171,Stale Check,0,,0,,0,
,276701,78154,Stale Check,0,,0,,0,
,276703,0,,0,,78156,Stale Check,0,
,276712,0,,78161,Stale Check,0,,0,
,276713,0,,0,,0,,78162,Stale Check
,276709,78158,Stale Check,78159,Stale Check,0,,0,
,276716,0,,78164,Stale Check,0,,0,
,276731,0,,78203,Stale Check,0,,0,
,276739,0,,78620,Stale Check,0,,0,
,276738,78182,Stale Check,78183,Stale Check,0,,0,
,276743,0,,0,,0,,78191,Stale Check
,276742,0,,78190,Stale Check,0,,0,
,276745,78193,Stale Check,78194,Stale Check,0,,0,
,276744,0,,78192,Stale Check,0,,0,
,276747,0,,78841,Stale Check,0,,0,
,276748,0,,78200,Stale Check,0,,0,
,276750,0,,0,,78201,Stale Check,0,
,276752,0,,78204,Stale Check,0,,0,
,276756,0,,78207,Stale Check,0,,0,
,276757,0,,78206,Stale Check,0,,0,
,276761,0,,78210,Stale Check,0,,0,
,276758,0,,79311,Stale Check,0,,0,
,276875,78272,Stale Check,0,,78273,Stale Check,0,
,276890,0,,78287,Stale Check,0,,0,
,276892,0,,78289,Stale Check,0,,0,
,276827,78238,Stale Check,78239,Stale Check,0,,0,
,276858,78252,Stale Check,78253,Stale Check,0,,0,
,276871,78264,Stale Check,0,,0,,0,
,276773,0,,78214,Stale Check,0,,0,
,276830,0,,78241,Stale Check,0,,0,
,276854,0,,78251,Stale Check,0,,0,
,276838,78242,Stale Check,0,,0,,0,
,276891,78288,Stale Check,0,,0,,0,
,276870,78260,Stale Check,0,,0,,0,
,276775,0,,78215,Stale Check,0,,0,
,276777,0,,78216,Stale Check,0,,0,
,276810,78225,Stale Check,78226,Stale Check,0,,0,
,276801,0,,78222,Stale Check,0,,0,
,276808,0,,78224,Stale Check,0,,0,
,276817,78228,Stale Check,78229,Stale Check,0,,0,
,276816,0,,78227,Stale Check,0,,0,
,276818,0,,78230,Stale Check,0,,0,
,276822,0,,78236,Stale Check,0,,0,
,276819,78231,Stale Check,0,,0,,0,
,276820,78234,Stale Check,0,,0,,0,
,276823,78237,Stale Check,0,,0,,0,
,276835,78245,Stale Check,78244,Stale Check,0,,0,
,276833,0,,78243,Stale Check,0,,0,
,276848,78250,Stale Check,0,,0,,0,
,276853,78250,Stale Check,0,,0,,0,
,276850,78250,Stale Check,0,,0,,0,
,276855,78250,Stale Check,0,,0,,0,
,276862,0,,0,,78763,Stale Check,0,
,276845,0,,78249,Stale Check,0,,0,
,276863,0,,0,,78258,Stale Check,0,
,276860,78254,Stale Check,0,,0,,0,
,276869,0,,78262,Stale Check,0,,0,
,276866,0,,78259,Stale Check,0,,0,
,276898,0,,0,,0,,78296,Stale Check
,276876,78274,Stale Check,0,,78278,Stale Check,0,
,276874,78270,Stale Check,78271,Stale Check,0,,0,
,276877,78276,Stale Check,78277,Stale Check,0,,0,
,276881,78283,Stale Check,0,,0,,0,
,276882,78283,Stale Check,0,,0,,0,
,276889,78284,Stale Check,78285,Stale Check,0,,0,
,276883,78284,Stale Check,0,,0,,0,
,276884,78284,Stale Check,0,,0,,0,
,276886,78284,Stale Check,0,,0,,0,
,276847,78247,Stale Check,78248,Stale Check,0,,0,
,276879,0,,78282,Stale Check,0,,0,
,276887,0,,78286,Stale Check,0,,0,
,276897,0,,78295,Stale Check,0,,0,
,276894,78291,Stale Check,78292,Stale Check,0,,0,
,276893,0,,7829,Stale Check,0,,0,
,276895,0,,78293,Stale Check,0,,0,
,276940,0,,78312,Stale Check,0,,0,
,276951,0,,78321,Stale Check,0,,0,
,276960,78324,Stale Check,78325,Stale Check,0,,0,
,277008,0,,78370,Stale Check,0,,0,
,276946,0,,78316,Stale Check,0,,0,
,276985,78341,Stale Check,0,,0,,0,
,276972,0,,0,,0,,78328,Stale Check
,277002,0,,0,,78363,Stale Check,0,
,276954,78322,Stale Check,78323,Stale Check,0,,0,
,276937,0,,78311,Stale Check,0,,0,
,276968,78330,Stale Check,0,,0,,0,
,276905,0,,78297,Stale Check,0,,0,
,276909,0,,78299,Stale Check,0,,0,
,276911,0,,78300,Stale Check,0,,0,
,276915,0,,78302,Stale Check,0,,0,
,276917,0,,78303,Stale Check,0,,0,
,276919,0,,78304,Stale Check,0,,0,
,276921,0,,0,,0,,78305,Stale Check
,276927,0,,78307,Stale Check,0,,0,
,276941,0,,78313,Stale Check,0,,0,
,276935,0,,78310,Stale Check,0,,0,
,276965,0,,0,,0,,78326,Stale Check
,276944,0,,78315,Stale Check,0,,0,
,276945,78318,Stale Check,78552,Stale Check,0,,0,
,276950,0,,78320,Stale Check,0,,0,
,276967,0,,78329,Stale Check,0,,0,
,276970,78334,Stale Check,0,,0,,0,
,276969,78335,Stale Check,0,,0,,0,
,276976,78339,Stale Check,0,,0,,0,
,276977,78339,Stale Check,0,,0,,0,
,276979,78339,Stale Check,0,,0,,0,
,276986,0,,78343,Stale Check,0,,0,
,276987,78344,Stale Check,78345,Stale Check,0,,0,
,276988,0,,78347,Stale Check,0,,0,
,276991,78349,Stale Check,0,,0,,0,
,276999,78356,Stale Check,78357,Stale Check,0,,0,
,277009,78372,Stale Check,78373,Stale Check,0,,0,
,277004,0,,78366,Stale Check,0,,0,
,277003,78364,Stale Check,78365,Stale Check,0,,0,
,277012,0,,0,,78377,Stale Check,0,
,277006,0,,78368,Stale Check,0,,0,
,277010,78374,Stale Check,78375,Stale Check,0,,0,
,276995,0,,0,,0,,79065,Stale Check
,277134,0,,78460,Stale Check,0,,0,
,277045,0,,0,,78391,Stale Check,0,
,277066,0,,78407,Stale Check,0,,0,
,277078,0,,78418,Stale Check,0,,0,
,277068,0,,78410,Stale Check,0,,0,
,277069,78412,Stale Check,0,,0,,0,
,277135,0,,78458,Stale Check,0,,0,
,277084,0,,78419,Stale Check,0,,0,
,277063,78405,Stale Check,0,,0,,0,
,277058,0,,0,,78402,Stale Check,0,
,277056,0,,78398,Stale Check,0,,0,
,277027,0,,0,,78380,Stale Check,0,
,277085,0,,78422,Stale Check,0,,0,
,277124,78444,Stale Check,0,,0,,0,
,277050,78396,Stale Check,78397,Stale Check,0,,0,
,277117,0,,0,,0,,78443,Stale Check
,277053,0,,0,,78395,Stale Check,0,
,277090,78426,Stale Check,0,,0,,0,
,277030,78384,Stale Check,0,,78385,Stale Check,0,
,277031,78384,Stale Check,0,,0,,0,
,277032,78384,Stale Check,0,,0,,0,
,277042,0,,0,,78390,Stale Check,0,
,277049,0,,78393,Stale Check,0,,0,
,277057,78400,Stale Check,0,,0,,0,
,277048,0,,78394,Stale Check,0,,0,
,277059,0,,0,,0,,78403,Stale Check
,277060,0,,0,,78406,Stale Check,0,
,277077,78411,Stale Check,0,,0,,0,
,277067,0,,0,,78409,Stale Check,0,
,277064,0,,78408,Stale Check,0,,0,
,277073,0,,78415,Stale Check,0,,0,
,277082,0,,0,,78425,Stale Check,0,
,277095,0,,78430,Stale Check,0,,0,
,277109,78433,Stale Check,0,,0,,0,
,277097,78431,Stale Check,0,,0,,0,
,277075,78411,Stale Check,0,,0,,0,
,277111,0,,78436,Stale Check,0,,0,
,277116,78441,Stale Check,0,,78442,Stale Check,0,
,277114,0,,78440,Stale Check,0,,0,
,277122,78446,Stale Check,0,,0,,0,
,277125,0,,0,,78449,Stale Check,0,
,277104,78433,Stale Check,0,,0,,0,
,277126,78448,Stale Check,0,,0,,0,
,277107,78433,Stale Check,0,,0,,0,
,277127,78451,Stale Check,78452,Stale Check,0,,0,
,277119,78444,Stale Check,0,,0,,0,
,277121,78444,Stale Check,0,,0,,0,
,277138,0,,0,,78462,Stale Check,0,
,277221,0,,78506,Stale Check,0,,0,
,277212,0,,0,,0,,78496,Stale Check
,277244,0,,78529,Stale Check,0,,0,
,277198,78489,Stale Check,0,,0,,0,
,277196,0,,78486,Stale Check,0,,0,
,277206,0,,0,,78491,Stale Check,0,
,277238,78524,Stale Check,78525,Stale Check,0,,0,
,277218,0,,78500,Stale Check,0,,0,
,277225,0,,0,,0,,78508,Stale Check
,277158,0,,78476,Stale Check,0,,0,
,277160,0,,78477,Stale Check,0,,0,
,277173,78482,Stale Check,78480,Stale Check,0,,0,
,277189,78485,Stale Check,0,,0,,0,
,277191,78485,Stale Check,0,,0,,0,
,277192,78485,Stale Check,0,,0,,0,
,277202,0,,78492,Stale Check,0,,78665,Stale Check
,277193,78488,Stale Check,0,,0,,0,
,277207,0,,78494,Stale Check,0,,0,
,277156,78463,Stale Check,0,,0,,0,
,277161,78463,Stale Check,0,,0,,0,
,277210,0,,78495,Stale Check,0,,0,
,277171,0,,78759,Stale Check,0,,0,
,277214,0,,78498,Stale Check,0,,0,
,277175,0,,78467,Stale Check,0,,0,
,277177,78482,Stale Check,0,,0,,0,
,277180,0,,78468,Stale Check,0,,0,
,277231,0,,0,,0,,78514,Stale Check
,277229,78515,Stale Check,0,,0,,0,
,277185,0,,78469,Stale Check,0,,0,
,277187,0,,78470,Stale Check,0,,0,
,277240,0,,0,,0,,78520,Stale Check
,277235,0,,0,,0,,78520,Stale Check
,277236,0,,0,,0,,78520,Stale Check
,277239,0,,0,,0,,78520,Stale Check
,277228,78512,Stale Check,78513,Stale Check,0,,0,
,277226,0,,0,,78511,Stale Check,0,
,277233,78517,Stale Check,78518,Stale Check,0,,0,
,277227,0,,78509,Stale Check,0,,0,
,277242,0,,78526,Stale Check,0,,0,
,277246,0,,0,,0,,78530,Stale Check
,277234,0,,0,,79372,Stale Check,0,
,277294,0,,78553,Stale Check,0,,0,
,277283,78542,Stale Check,0,,0,,0,
,277272,0,,78538,Stale Check,0,,0,
,277340,78602,Stale Check,0,,0,,0,
,277319,0,,78575,Stale Check,0,,0,
,277332,0,,0,,78591,Stale Check,0,
,277316,0,,0,,78572,Stale Check,0,
,277278,0,,78541,Stale Check,0,,0,
,277308,0,,78564,Stale Check,0,,0,
,277338,0,,78604,Stale Check,0,,0,
,277305,0,,0,,78569,Stale Check,0,
,277276,78540,Stale Check,0,,0,,0,
,277282,78543,Stale Check,78544,Stale Check,0,,0,
,277284,78546,Stale Check,0,,0,,0,
,277286,0,,78550,Stale Check,0,,0,
,277302,0,,0,,0,,78557,Stale Check
,277315,78548,Stale Check,0,,0,,0,
,277264,0,,78536,Stale Check,0,,0,
,277297,0,,78554,Stale Check,0,,0,
,277298,78555,Stale Check,78556,Stale Check,0,,0,
,277304,78559,Stale Check,0,,0,,0,
,277317,0,,78582,Stale Check,0,,0,
,277307,78563,Stale Check,0,,0,,0,
,277310,0,,78566,Stale Check,0,,0,
,277324,78601,Stale Check,78577,Stale Check,0,,0,
,277344,0,,0,,78606,Stale Check,0,
