"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_2254,field_2256,field_2262,field_2264,field_1319,field_1321,field_2247,field_2246,field_2267,field_2266,field_1679,field_1677,field_2259,field_2258,field_2271,field_2270,field_1658,field_1659,field_2251,field_2250,field_2275,field_2274
,295857,85833,Cleared,0,,0,,85834,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295859,85833,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295860,85833,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295925,85879,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295892,0,,0,,0,,85852,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295909,0,,0,,0,,85866,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295003,0,,0,,0,,0,,0,,0,,0,,0,,0,,85924,Cleared,0,,0,
,295981,85902,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295979,85900,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295984,85908,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295996,85918,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296008,85932,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,292160,0,,0,,0,,0,,0,,0,,0,,0,,0,,85937,Cleared,0,,0,
,296183,86044,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296182,86044,Cleared,0,,0,,0,,0,,0,,86045,Cleared,0,,0,,0,,0,,0,
,296184,86044,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,294885,0,,86009,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,294888,0,,86009,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296136,0,,0,,0,,0,,0,,0,,86013,Cleared,0,,0,,0,,0,,0,
,296061,85952,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296063,85953,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296084,0,,0,,0,,85961,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296078,0,,0,,0,,85957,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296076,0,,0,,0,,85956,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296068,0,,0,,0,,85967,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296095,0,,0,,0,,85964,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296086,0,,0,,0,,85962,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296142,0,,0,,0,,86019,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,287048,0,,0,,0,,86011,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296114,0,,0,,0,,85999,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296094,0,,0,,0,,85975,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296187,0,,0,,0,,0,,0,,0,,86047,Cleared,0,,0,,0,,0,,0,
,296088,0,,0,,0,,85970,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296241,0,,0,,0,,0,,0,,0,,86068,Cleared,0,,0,,0,,0,,0,
,296262,86076,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,294412,0,,0,,0,,86084,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296256,0,,0,,0,,86073,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295577,0,,0,,0,,86080,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296400,86132,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296401,86132,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296402,86132,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296448,86173,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296449,86173,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296450,86173,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296446,86172,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296447,86172,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296466,0,,0,,0,,0,,0,,0,,0,,0,,0,,86187,Cleared,0,,0,
,296404,0,,0,,0,,86135,Cleared,0,,0,,0,,0,,0,,86134,Cleared,0,,0,
,296434,0,,0,,0,,86163,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296427,0,,0,,0,,86142,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296428,0,,0,,0,,86143,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296439,0,,0,,0,,86160,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296444,0,,0,,0,,86169,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296542,86227,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296544,86227,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296546,86227,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296547,86227,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296548,86227,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296526,86221,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296530,86221,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296533,86221,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296535,86221,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,295273,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,86230,Cleared,0,
,296543,0,,0,,0,,0,,0,,0,,86228,Cleared,0,,0,,0,,0,,0,
,296564,0,,0,,0,,0,,0,,0,,0,,0,,0,,86249,Cleared,0,,0,
,296517,86215,Cleared,0,,0,,86216,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296509,86206,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296511,86208,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296552,86236,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296488,86196,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296493,86199,Cleared,0,,0,,0,,86331,Cleared,0,,0,,0,,0,,0,,0,,0,
,296523,86218,Cleared,0,,0,,86219,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296541,86225,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296513,86211,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296486,86194,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296556,0,,0,,0,,86239,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296558,0,,0,,0,,86240,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296514,0,,0,,0,,86213,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296569,0,,0,,0,,86255,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296489,0,,0,,0,,86198,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296555,0,,0,,0,,86238,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296571,0,,0,,0,,86257,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296567,0,,0,,0,,86251,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296601,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296591,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296590,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296589,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296593,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296595,86260,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296668,86312,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296669,86312,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296670,86312,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296652,86302,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296654,86302,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296656,86302,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296672,86316,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296673,86316,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296674,86316,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296677,86315,Cleared,0,,0,,86318,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296678,86315,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296658,86304,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296607,0,,0,,0,,0,,0,,0,,86268,Cleared,0,,0,,0,,0,,0,
,296622,86281,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296681,86322,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296676,86319,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296666,86310,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296618,86279,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296662,86309,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296606,86266,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296608,86269,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296609,86270,Cleared,0,,0,,86271,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296614,86272,Cleared,0,,0,,86273,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296613,86275,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296624,86282,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,296689,0,,0,,0,,86327,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296131,0,,0,,0,,86262,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295737,0,,0,,0,,86286,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296604,0,,0,,0,,86265,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295485,0,,0,,0,,86330,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296643,0,,0,,0,,0,,0,,0,,0,,0,,0,,86299,Cleared,0,,0,
,296621,0,,0,,0,,0,,0,,0,,0,,0,,0,,86280,Cleared,0,,0,
,296611,0,,0,,0,,86274,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,289317,0,,86339,Cleared,0,,0,,0,,0,,86340,Cleared,0,,0,,0,,0,,0,
,295123,0,,0,,0,,86368,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295786,0,,0,,0,,0,,86377,Cleared,0,,0,,0,,0,,0,,0,,0,
,295478,0,,0,,0,,0,,86411,Cleared,0,,0,,0,,0,,0,,0,,0,
,294420,0,,0,,0,,0,,0,,0,,86434,Cleared,0,,0,,0,,0,,0,
,294986,0,,0,,0,,0,,0,,0,,86449,Cleared,0,,0,,0,,0,,0,
,295806,0,,0,,0,,0,,86488,Cleared,0,,0,,0,,0,,0,,0,,0,
,296372,0,,0,,0,,86442,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,296196,0,,0,,0,,86435,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,294963,0,,0,,0,,86436,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295998,0,,0,,0,,86437,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295076,0,,86566,Cleared,0,,0,,86567,Cleared,0,,0,,0,,0,,0,,0,,0,
,296637,0,,0,,0,,86565,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295698,0,,0,,0,,0,,0,,0,,0,,86609,Cleared,0,,0,,0,,0,
,294977,0,,0,,0,,0,,86608,Cleared,0,,0,,0,,0,,0,,0,,0,
,296186,0,,0,,0,,86627,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295108,0,,0,,0,,86683,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,295449,0,,0,,0,,0,,86726,Cleared,0,,0,,0,,0,,0,,0,,0,
