"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_2254,field_2256,field_2262,field_2264,field_1319,field_1321,field_2247,field_2246,field_2267,field_2266,field_1679,field_1677,field_2259,field_2258,field_2271,field_2270,field_1658,field_1659,field_2251,field_2250,field_2275,field_2274
,278299,79170,Cleared,0,,0,,79171,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278356,79209,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,278354,79207,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,278353,79205,Cleared,0,,0,,0,,0,,0,,79206,Cleared,0,,0,,0,,0,,0,
,278369,0,,0,,0,,0,,0,,0,,0,,0,,0,,79208,Cleared,0,,0,
,278370,0,,0,,0,,79213,,0,,0,,0,,0,,0,,79212,Cleared,0,,0,
,278267,0,,0,,0,,79151,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278261,0,,0,,0,,79148,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278265,0,,0,,0,,79150,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,277766,0,,0,,0,,79156,Cleared,0,,0,,0,,0,,0,,78876,Cleared,0,,0,
,278302,0,,0,,0,,79176,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278341,0,,0,,0,,79196,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278263,0,,0,,0,,79149,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278283,79161,,0,,0,,0,,0,,0,,79162,Cleared,0,,0,,0,,0,,0,
,278309,0,,0,,0,,0,,0,,0,,79180,Cleared,0,,0,,0,,0,,0,
,278324,0,,0,,0,,79189,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278308,0,,0,,0,,0,,0,,0,,79181,Cleared,0,,0,,0,,0,,0,
,278259,0,,0,,0,,79147,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,278311,0,,0,,0,,0,,0,,0,,79183,Cleared,0,,0,,0,,0,,0,
,277230,0,,0,,0,,79263,Cleared,0,,0,,0,,0,,0,,78516,Cleared,0,,0,
,277914,0,,0,,0,,79232,Cleared,0,,0,,0,,0,,0,,123456789,Cleared,0,,0,
,276210,0,,0,,0,,79215,Cleared,0,,0,,0,,0,,0,,77847,Cleared,0,,0,
,278018,0,,0,,0,,79297,Cleared,0,,0,,0,,0,,0,,79003,,0,,0,
,277205,0,,0,,0,,79368,Cleared,0,,0,,0,,0,,0,,78493,Cleared,0,,0,
,278284,0,,0,,0,,79508,Cleared,0,,0,,0,,0,,0,,79160,Cleared,0,,0,
,278235,0,,0,,0,,79571,Cleared,0,,0,,0,,0,,0,,79138,Cleared,0,,0,
,274868,0,,0,,0,,0,,0,,0,,0,,0,,0,,76876,Cleared,0,,0,
,276223,0,,0,,0,,0,,0,,0,,0,,0,,0,,77860,Cleared,0,,0,
,276343,0,,0,,0,,0,,0,,0,,0,,0,,0,,77946,Cleared,0,,0,
,277978,0,,0,,0,,0,,0,,0,,0,,0,,0,,78983,Cleared,0,,0,
,276300,0,,0,,0,,77912,Cleared,0,,0,,0,,0,,0,,79246,Cleared,0,,0,
,278202,0,,0,,0,,0,,0,,0,,79726,Cleared,0,,0,,79101,Cleared,0,,0,
,277320,0,,0,,0,,0,,0,,0,,79809,Cleared,0,,0,,78551,Cleared,0,,0,
,275889,0,,0,,0,,0,,0,,0,,79827,Cleared,0,,0,,77632,Cleared,0,,0,
,278269,0,,0,,0,,79799,Cleared,0,,0,,0,,0,,0,,79152,Cleared,0,,0,
,279346,0,,0,,0,,0,,0,,0,,79788,Cleared,0,,0,,0,,0,,0,
,278313,0,,0,,0,,79911,Cleared,0,,0,,0,,0,,0,,79184,Cleared,0,,0,
,278338,0,,0,,0,,80007,Cleared,0,,0,,0,,0,,0,,79195,Cleared,0,,0,
,277571,0,,0,,0,,80426,Cleared,0,,0,,0,,0,,0,,78756,Cleared,0,,0,
