"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_2254,field_2256,field_2262,field_2264,field_1319,field_1321,field_2247,field_2246,field_2267,field_2266,field_1679,field_1677,field_2259,field_2258,field_2271,field_2270,field_1658,field_1659,field_2251,field_2250,field_2275,field_2274
,284282,81473,Voided,0,,0,,0,,0,,0,,81475,Voided,0,,0,,0,,0,,0,
,284293,81481,Voided,0,,0,,81482,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284312,0,,0,,0,,81489,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284334,0,,0,,0,,81501,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284351,0,,0,,0,,81515,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284352,81516,Voided,0,,0,,81517,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284356,81520,Cleared,0,,0,,81521,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284370,81527,Cleared,0,,0,,81528,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284389,0,,0,,0,,81535,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284456,0,,0,,0,,0,,0,,0,,81547,Voided,81754,Cleared,0,,0,,0,,0,
,284485,0,,0,,0,,81561,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284486,0,,0,,0,,0,,0,,0,,81565,Voided,0,,0,,0,,0,,0,
,284487,81567,Voided,0,,0,,81568,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284491,81573,Voided,0,,0,,81574,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284497,81578,Voided,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284503,0,,0,,0,,0,,0,,0,,0,,0,,0,,81580,Voided,0,,0,
,284505,81582,Voided,0,,0,,81583,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284507,0,,0,,0,,0,,0,,0,,81586,Voided,0,,0,,0,,0,,0,
,284512,0,,0,,0,,0,,0,,0,,81591,Voided,0,,0,,81590,Cleared,0,,0,
,284513,81594,Voided,0,,0,,81595,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284570,0,,0,,0,,81610,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284585,81615,Voided,0,,0,,0,,0,,0,,81616,Cleared,0,,0,,0,,0,,0,
,284590,81620,Voided,0,,0,,81621,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284596,0,,0,,0,,81629,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284671,0,,0,,0,,81645,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,283841,0,,0,,0,,81649,Voided,0,,0,,0,,0,,0,,81266,Cleared,0,,0,
,284644,0,,0,,0,,0,,0,,0,,81654,Voided,0,,0,,0,,0,,0,
,284681,81659,Cleared,0,,0,,81660,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284689,0,,0,,0,,81662,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284690,0,,0,,0,,81663,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284699,0,,0,,0,,0,,0,,0,,81668,Voided,0,,0,,0,,0,,0,
,284701,0,,0,,0,,81670,Voided,82040,Cleared,0,,0,,0,,0,,81669,Cleared,0,,0,
,284703,0,,0,,0,,0,,0,,0,,81671,Voided,0,,0,,0,,0,,0,
,284709,0,,0,,0,,0,,0,,0,,81673,Voided,0,,0,,0,,0,,0,
,284711,81674,Voided,0,,0,,81675,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284717,81676,Voided,0,,0,,81677,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284718,81678,Voided,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284738,0,,0,,0,,81690,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284735,0,,0,,0,,81693,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,284755,81701,Cleared,0,,0,,0,,0,,0,,81702,Voided,0,,0,,0,,0,,0,
,284757,0,,0,,0,,81703,Voided,0,,0,,0,,0,,0,,0,,0,,0,
,283875,0,,0,,0,,0,,0,,0,,81706,Voided,0,,0,,81304,Cleared,0,,0,
